,city,admin_name,lat,lng,id,first_name,last_name,weight,height,jersey,year,position,home_country,team,color,conference
38,Canton,OH,40.8076,-81.3678,4568014,Charles,Turner,287.0,77.0,69.0,1.0,OL,USA,LSU,#22005c,SEC
39,Lafayette,LA,30.2084,-92.0323,4259674,Treven,Kately,191.0,70.0,27.0,2.0,DB,USA,LSU,#22005c,SEC
40,Lafayette,LA,30.2084,-92.0323,4242228,Tyler,Shelvin,346.0,75.0,72.0,3.0,NT,USA,LSU,#22005c,SEC
41,Lafayette,LA,30.2084,-92.0323,4568015,Thomas,Perry,329.0,78.0,78.0,1.0,OL,USA,LSU,#22005c,SEC
42,Killeen,TX,31.0755,-97.7297,4035442,Ray,Thornton,225.0,75.0,43.0,4.0,LB,USA,LSU,#22005c,SEC
43,Killeen,TX,31.0755,-97.7297,4047562,Michael,Smith,325.0,74.0,63.0,3.0,OL,USA,LSU,#22005c,SEC
44,Irving,TX,32.8584,-96.9702,4593006,Dylan,Thompson,265.0,73.0,44.0,1.0,LB,USA,LSU,#22005c,SEC
45,Murfreesboro,TN,35.8493,-86.4117,4242204,JaCoby,Stevens,230.0,74.0,3.0,4.0,S,USA,LSU,#22005c,SEC
46,Muskegon,MI,43.2281,-86.2562,4429211,Anthony,Bradford,365.0,77.0,75.0,1.0,OL,USA,LSU,#22005c,SEC
47,Alexandria,VA,38.8185,-77.0861,4372121,Stephen,King,257.0,78.0,45.0,2.0,TE,USA,LSU,#22005c,SEC
48,Metairie,LA,29.9976,-90.1781,4259673,Colby,Brunet,194.0,72.0,89.0,3.0,WR,USA,LSU,#22005c,SEC
49,Houma,LA,29.5799,-90.7058,538443,Derian,Moore,215.0,73.0,36.0,2.0,S,USA,LSU,#22005c,SEC
50,Lehigh Acres,FL,26.612,-81.6388,4362632,Chris,Curry,216.0,71.0,24.0,2.0,RB,USA,LSU,#22005c,SEC
51,Monroe,LA,32.5183,-92.0775,4035452,Rashard,Lawrence,308.0,74.0,90.0,4.0,DL,USA,LSU,#22005c,SEC
