,city,admin_name,lat,lng,id,first_name,last_name,weight,height,jersey,year,position,home_country,team,color,conference
16,Washington,DC,38.9047,-77.0163,4035228,Aaron,Hansford,240.0,75.0,33.0,4.0,LB,USA,Texas%20A%26M,#5C0025,SEC
17,San Antonio,TX,29.4658,-98.5254,4426359,DeMarvin,Leal,290.0,76.0,8.0,2.0,DL,USA,Texas%20A%26M,#5C0025,SEC
18,San Antonio,TX,29.4658,-98.5254,4240904,Kellen,Mond,217.0,75.0,11.0,4.0,QB,USA,Texas%20A%26M,#5C0025,SEC
19,San Antonio,TX,29.4658,-98.5254,4570704,Spencer,Higdon,223.0,74.0,94.0,2.0,LB,USA,Texas%20A%26M,#5C0025,SEC
20,San Antonio,TX,29.4658,-98.5254,4260032,Jacob,Groff,200.0,74.0,26.0,3.0,TE,USA,Texas%20A%26M,#5C0025,SEC
21,San Antonio,TX,29.4658,-98.5254,4570686,Zachary,Cuellar,175.0,70.0,35.0,3.0,DB,USA,Texas%20A%26M,#5C0025,SEC
22,San Antonio,TX,29.4658,-98.5254,4035236,Moses,Reynolds,187.0,74.0,84.0,3.0,DB,USA,Texas%20A%26M,#5C0025,SEC
23,San Antonio,TX,29.4658,-98.5254,-1034978,Demarvin,Leal,290.0,76.0,8.0,,DL,USA,Texas%20A%26M,#5C0025,SEC
24,Austin,TX,30.3006,-97.7517,4372117,Daniel,Bushland,190.0,72.0,29.0,2.0,WR,USA,Texas%20A%26M,#5C0025,SEC
25,Austin,TX,30.3006,-97.7517,4361549,Justin,Mellenbruch,240.0,73.0,89.0,3.0,FB,USA,Texas%20A%26M,#5C0025,SEC
26,Austin,TX,30.3006,-97.7517,4245228,Alex,Fernandes,209.0,75.0,15.0,2.0,QB,USA,Texas%20A%26M,#5C0025,SEC
27,Austin,TX,30.3006,-97.7517,4260028,Andrew,Boykin,181.0,73.0,30.0,3.0,WR,USA,Texas%20A%26M,#5C0025,SEC
28,Austin,TX,30.3006,-97.7517,-1034935,Daniel,Bushland,190.0,72.0,29.0,,WR,USA,Texas%20A%26M,#5C0025,SEC
